week,sku,inventory_level,consumption,lead_time_days,vendor_fill_rate,vendor_name,category,critical
2028-10-23,SKU-00021,804,114,7,0.89,VendorD,Equipment,No
2028-10-30,SKU-00021,1930,167,2,0.94,VendorD,Equipment,No
2028-11-06,SKU-00021,911,133,9,0.97,VendorD,Equipment,No
2028-11-13,SKU-00021,442,100,4,0.93,VendorD,Equipment,No
2028-11-20,SKU-00021,524,171,3,0.91,VendorD,Equipment,No
2028-11-27,SKU-00021,1833,178,8,0.85,VendorD,Equipment,No
2028-12-04,SKU-00021,963,171,13,0.85,VendorD,Equipment,No
2028-12-11,SKU-00021,1105,244,8,0.96,VendorD,Equipment,No
2028-12-18,SKU-00021,2078,202,9,0.94,VendorD,Equipment,No
2028-12-25,SKU-00021,1585,205,8,0.97,VendorD,Equipment,No
2029-01-01,SKU-00021,921,165,9,0.97,VendorD,Equipment,No
2029-01-08,SKU-00021,1134,175,7,0.96,VendorD,Equipment,No
2029-01-15,SKU-00021,810,133,2,0.9,VendorD,Equipment,No
2029-01-22,SKU-00021,1724,170,4,0.94,VendorD,Equipment,No
2029-01-29,SKU-00021,1906,228,4,0.92,VendorD,Equipment,No
2029-02-05,SKU-00021,1237,128,10,0.88,VendorD,Equipment,No
2029-02-12,SKU-00021,1841,239,7,0.92,VendorD,Equipment,No
2029-02-19,SKU-00021,1571,132,11,0.95,VendorD,Equipment,No
2029-02-26,SKU-00021,2572,236,2,0.97,VendorD,Equipment,No
2029-03-05,SKU-00021,1772,200,6,0.98,VendorD,Equipment,No
2029-03-12,SKU-00021,1664,218,3,0.94,VendorD,Equipment,No
2029-03-19,SKU-00021,1202,248,8,0.99,VendorD,Equipment,No
2029-03-26,SKU-00021,741,233,7,0.87,VendorD,Equipment,No
2029-04-02,SKU-00021,1306,226,3,0.96,VendorD,Equipment,No
2029-04-09,SKU-00021,963,164,2,0.86,VendorD,Equipment,No
2029-04-16,SKU-00021,2109,194,8,0.89,VendorD,Equipment,No
2029-04-23,SKU-00021,873,185,5,0.87,VendorD,Equipment,No
2029-04-30,SKU-00021,1452,247,4,0.96,VendorD,Equipment,No
2029-05-07,SKU-00021,1302,141,8,0.97,VendorD,Equipment,No
2029-05-14,SKU-00021,938,185,9,0.97,VendorD,Equipment,No
2029-05-21,SKU-00021,1261,140,7,0.96,VendorD,Equipment,No
2029-05-28,SKU-00021,1046,155,7,0.87,VendorD,Equipment,No
2029-06-04,SKU-00021,1344,128,10,0.93,VendorD,Equipment,No
2029-06-11,SKU-00021,1646,243,10,0.87,VendorD,Equipment,No
2029-06-18,SKU-00021,549,77,14,0.93,VendorD,Equipment,No
2029-06-25,SKU-00021,703,126,4,0.9,VendorD,Equipment,No
2029-07-02,SKU-00021,1608,178,2,0.85,VendorD,Equipment,No
2029-07-09,SKU-00021,969,142,3,0.89,VendorD,Equipment,No
2029-07-16,SKU-00021,345,82,7,0.86,VendorD,Equipment,No
2029-07-23,SKU-00021,1872,167,9,0.94,VendorD,Equipment,No
2029-07-30,SKU-00021,512,103,5,0.91,VendorD,Equipment,No
2029-08-06,SKU-00021,1253,109,2,0.9,VendorD,Equipment,No
2029-08-13,SKU-00021,424,127,3,0.94,VendorD,Equipment,No
2029-08-20,SKU-00021,939,118,13,0.97,VendorD,Equipment,No
2029-08-27,SKU-00021,676,127,5,0.88,VendorD,Equipment,No
2029-09-03,SKU-00021,1200,146,2,0.96,VendorD,Equipment,No
2029-09-10,SKU-00021,1195,117,12,0.95,VendorD,Equipment,No
2029-09-17,SKU-00021,543,141,9,0.86,VendorD,Equipment,No
2029-09-24,SKU-00021,302,89,8,0.97,VendorD,Equipment,No
2029-10-01,SKU-00021,614,147,10,0.88,VendorD,Equipment,No
2029-10-08,SKU-00021,1993,214,11,0.97,VendorD,Equipment,No
2029-10-15,SKU-00021,1720,196,6,0.87,VendorD,Equipment,No
2029-10-22,SKU-00021,362,99,12,0.88,VendorD,Equipment,No
2029-10-29,SKU-00021,1189,135,12,0.98,VendorD,Equipment,No
2029-11-05,SKU-00021,1217,200,7,0.97,VendorD,Equipment,No
2029-11-12,SKU-00021,1135,181,9,0.9,VendorD,Equipment,No
2029-11-19,SKU-00021,1799,259,3,0.96,VendorD,Equipment,No
2029-11-26,SKU-00021,1425,139,11,0.96,VendorD,Equipment,No
2029-12-03,SKU-00021,1035,137,8,0.91,VendorD,Equipment,No
2029-12-10,SKU-00021,1237,151,12,0.97,VendorD,Equipment,No
2029-12-17,SKU-00021,2777,235,16,0.91,VendorD,Equipment,No
2029-12-24,SKU-00021,599,139,3,0.99,VendorD,Equipment,No
2029-12-31,SKU-00021,629,153,7,0.95,VendorD,Equipment,No
2030-01-07,SKU-00021,814,203,10,0.97,VendorD,Equipment,No
2030-01-14,SKU-00021,1343,199,11,0.91,VendorD,Equipment,No
2030-01-21,SKU-00021,2423,217,7,0.96,VendorD,Equipment,No
2030-01-28,SKU-00021,1364,143,2,0.95,VendorD,Equipment,No
2030-02-04,SKU-00021,573,160,2,0.91,VendorD,Equipment,No
2030-02-11,SKU-00021,1794,222,3,0.98,VendorD,Equipment,No
2030-02-18,SKU-00021,2475,240,9,0.86,VendorD,Equipment,No
2030-02-25,SKU-00021,831,167,8,0.92,VendorD,Equipment,No
2030-03-04,SKU-00021,1445,206,6,0.91,VendorD,Equipment,No
2030-03-11,SKU-00021,1569,154,10,0.88,VendorD,Equipment,No
2030-03-18,SKU-00021,1509,208,6,0.98,VendorD,Equipment,No
2030-03-25,SKU-00021,1391,141,6,0.88,VendorD,Equipment,No
2030-04-01,SKU-00021,2224,189,13,0.91,VendorD,Equipment,No
2030-04-08,SKU-00021,766,178,9,0.95,VendorD,Equipment,No
2030-04-15,SKU-00021,1195,168,7,0.93,VendorD,Equipment,No
2030-04-22,SKU-00021,1648,193,13,0.91,VendorD,Equipment,No
2030-04-29,SKU-00021,1877,165,6,0.95,VendorD,Equipment,No
2030-05-06,SKU-00021,910,165,2,0.93,VendorD,Equipment,No
2030-05-13,SKU-00021,634,134,5,0.98,VendorD,Equipment,No
2030-05-20,SKU-00021,612,161,2,0.92,VendorD,Equipment,No
2030-05-27,SKU-00021,1584,160,14,0.92,VendorD,Equipment,No
2030-06-03,SKU-00021,927,156,4,0.92,VendorD,Equipment,No
2030-06-10,SKU-00021,1731,154,12,0.98,VendorD,Equipment,No
2030-06-17,SKU-00021,1167,101,11,0.97,VendorD,Equipment,No
2030-06-24,SKU-00021,785,104,6,0.87,VendorD,Equipment,No
2030-07-01,SKU-00021,2179,266,4,0.85,VendorD,Equipment,No
2030-07-08,SKU-00021,1274,136,11,0.87,VendorD,Equipment,No
2030-07-15,SKU-00021,1218,126,13,0.98,VendorD,Equipment,No
2030-07-22,SKU-00021,1619,173,12,0.95,VendorD,Equipment,No
2030-07-29,SKU-00021,1574,197,7,0.94,VendorD,Equipment,No
2030-08-05,SKU-00021,1298,170,6,0.88,VendorD,Equipment,No
2030-08-12,SKU-00021,462,112,5,0.98,VendorD,Equipment,No
2030-08-19,SKU-00021,617,155,12,0.91,VendorD,Equipment,No
2030-08-26,SKU-00021,659,92,2,0.94,VendorD,Equipment,No
2030-09-02,SKU-00021,770,81,8,0.99,VendorD,Equipment,No
2030-09-09,SKU-00021,1270,133,6,0.94,VendorD,Equipment,No
2030-09-16,SKU-00021,1875,157,8,0.86,VendorD,Equipment,No
2030-09-23,SKU-00021,1869,219,3,0.88,VendorD,Equipment,No
2030-09-30,SKU-00021,1481,124,5,0.92,VendorD,Equipment,No
2030-10-07,SKU-00021,821,158,10,0.92,VendorD,Equipment,No
2030-10-14,SKU-00021,866,183,7,0.87,VendorD,Equipment,No
2030-10-21,SKU-00021,1300,155,3,0.95,VendorD,Equipment,No
2030-10-28,SKU-00021,1478,207,6,0.92,VendorD,Equipment,No
2030-11-04,SKU-00021,1513,229,15,0.91,VendorD,Equipment,No
2030-11-11,SKU-00021,1877,211,14,0.91,VendorD,Equipment,No
2030-11-18,SKU-00021,1414,207,2,0.97,VendorD,Equipment,No
2030-11-25,SKU-00021,687,182,5,0.93,VendorD,Equipment,No
2030-12-02,SKU-00021,841,141,9,0.89,VendorD,Equipment,No
2030-12-09,SKU-00021,772,108,10,0.93,VendorD,Equipment,No
2030-12-16,SKU-00021,1153,161,6,0.98,VendorD,Equipment,No
2030-12-23,SKU-00021,3113,260,4,0.93,VendorD,Equipment,No
2030-12-30,SKU-00021,597,118,6,0.93,VendorD,Equipment,No
2031-01-06,SKU-00021,482,160,14,0.93,VendorD,Equipment,No
2031-01-13,SKU-00021,622,159,7,0.89,VendorD,Equipment,No
2031-01-20,SKU-00021,847,139,8,0.87,VendorD,Equipment,No
2031-01-27,SKU-00021,1520,239,3,0.96,VendorD,Equipment,No
2031-02-03,SKU-00021,1521,177,8,0.89,VendorD,Equipment,No
2031-02-10,SKU-00021,1195,142,7,0.87,VendorD,Equipment,No
2031-02-17,SKU-00021,1249,123,4,0.88,VendorD,Equipment,No
2031-02-24,SKU-00021,968,239,5,0.89,VendorD,Equipment,No
2031-03-03,SKU-00021,2430,241,5,0.97,VendorD,Equipment,No
2031-03-10,SKU-00021,904,139,9,0.96,VendorD,Equipment,No
2031-03-17,SKU-00021,1864,210,8,0.9,VendorD,Equipment,No
2031-03-24,SKU-00021,1866,198,2,0.9,VendorD,Equipment,No
2031-03-31,SKU-00021,811,122,2,0.89,VendorD,Equipment,No
2031-04-07,SKU-00021,1301,190,8,0.88,VendorD,Equipment,No
2031-04-14,SKU-00021,1758,183,3,0.92,VendorD,Equipment,No
2031-04-21,SKU-00021,901,157,13,0.87,VendorD,Equipment,No
2031-04-28,SKU-00021,2311,204,7,0.86,VendorD,Equipment,No
2031-05-05,SKU-00021,912,98,15,0.92,VendorD,Equipment,No
2031-05-12,SKU-00021,385,119,6,0.88,VendorD,Equipment,No
2031-05-19,SKU-00021,1176,174,12,0.92,VendorD,Equipment,No
2031-05-26,SKU-00021,673,114,7,0.97,VendorD,Equipment,No
2031-06-02,SKU-00021,691,126,7,0.88,VendorD,Equipment,No
2031-06-09,SKU-00021,1220,149,6,0.87,VendorD,Equipment,No
2031-06-16,SKU-00021,1710,159,12,0.92,VendorD,Equipment,No
2031-06-23,SKU-00021,199,57,6,0.87,VendorD,Equipment,No
2031-06-30,SKU-00021,450,121,5,0.86,VendorD,Equipment,No
2031-07-07,SKU-00021,1306,160,2,0.89,VendorD,Equipment,No
2031-07-14,SKU-00021,1353,152,4,0.95,VendorD,Equipment,No
2031-07-21,SKU-00021,494,160,2,0.86,VendorD,Equipment,No
2031-07-28,SKU-00021,1856,203,2,0.88,VendorD,Equipment,No
2031-08-04,SKU-00021,696,87,12,0.94,VendorD,Equipment,No
2031-08-11,SKU-00021,965,121,2,0.88,VendorD,Equipment,No
2031-08-18,SKU-00021,1367,158,7,0.95,VendorD,Equipment,No
2031-08-25,SKU-00021,1517,170,7,0.87,VendorD,Equipment,No
2031-09-01,SKU-00021,1454,170,11,0.92,VendorD,Equipment,No
2031-09-08,SKU-00021,2276,213,2,0.97,VendorD,Equipment,No
2031-09-15,SKU-00021,2010,176,12,0.87,VendorD,Equipment,No
2031-09-22,SKU-00021,953,144,4,0.94,VendorD,Equipment,No
2031-09-29,SKU-00021,1017,197,6,0.96,VendorD,Equipment,No
2031-10-06,SKU-00021,1070,148,11,0.96,VendorD,Equipment,No
2031-10-13,SKU-00021,2214,196,10,0.94,VendorD,Equipment,No
2031-10-20,SKU-00021,2152,253,2,0.93,VendorD,Equipment,No
2031-10-27,SKU-00021,2327,228,2,0.98,VendorD,Equipment,No
2031-11-03,SKU-00021,2605,255,6,0.94,VendorD,Equipment,No
2031-11-10,SKU-00021,2925,248,3,0.93,VendorD,Equipment,No
2031-11-17,SKU-00021,1360,153,10,0.85,VendorD,Equipment,No
2031-11-24,SKU-00021,609,170,9,0.87,VendorD,Equipment,No
2031-12-01,SKU-00021,553,167,6,0.92,VendorD,Equipment,No
2031-12-08,SKU-00021,362,115,9,0.91,VendorD,Equipment,No
2031-12-15,SKU-00021,1345,190,10,0.93,VendorD,Equipment,No
2031-12-22,SKU-00021,689,209,5,0.86,VendorD,Equipment,No
2031-12-29,SKU-00021,928,250,2,0.96,VendorD,Equipment,No
2032-01-05,SKU-00021,1348,143,4,0.86,VendorD,Equipment,No
2032-01-12,SKU-00021,851,88,5,0.94,VendorD,Equipment,No
2032-01-19,SKU-00021,1341,199,9,0.88,VendorD,Equipment,No
2032-01-26,SKU-00021,530,132,6,0.86,VendorD,Equipment,No
2032-02-02,SKU-00021,2473,278,12,0.97,VendorD,Equipment,No
2032-02-09,SKU-00021,1474,169,9,0.91,VendorD,Equipment,No
2032-02-16,SKU-00021,1004,211,10,0.87,VendorD,Equipment,No
2032-02-23,SKU-00021,1228,143,2,0.95,VendorD,Equipment,No
2032-03-01,SKU-00021,1273,153,4,0.96,VendorD,Equipment,No
2032-03-08,SKU-00021,1052,150,11,0.94,VendorD,Equipment,No
2032-03-15,SKU-00021,1027,147,6,0.99,VendorD,Equipment,No
2032-03-22,SKU-00021,1040,100,3,0.98,VendorD,Equipment,No
2032-03-29,SKU-00021,1792,163,13,0.93,VendorD,Equipment,No
2032-04-05,SKU-00021,1506,169,6,0.87,VendorD,Equipment,No
2032-04-12,SKU-00021,2149,204,2,0.99,VendorD,Equipment,No
2032-04-19,SKU-00021,707,174,4,0.95,VendorD,Equipment,No
2032-04-26,SKU-00021,1186,154,3,0.98,VendorD,Equipment,No
2032-05-03,SKU-00021,2381,221,8,0.87,VendorD,Equipment,No
2032-05-10,SKU-00021,344,103,2,0.88,VendorD,Equipment,No
2032-05-17,SKU-00021,2419,202,4,0.88,VendorD,Equipment,No
2032-05-24,SKU-00021,1075,101,12,0.9,VendorD,Equipment,No
2032-05-31,SKU-00021,1868,156,2,0.9,VendorD,Equipment,No
2032-06-07,SKU-00021,1855,168,3,0.97,VendorD,Equipment,No
2032-06-14,SKU-00021,591,90,2,0.87,VendorD,Equipment,No
2032-06-21,SKU-00021,862,146,7,0.93,VendorD,Equipment,No
2032-06-28,SKU-00021,664,57,16,0.91,VendorD,Equipment,No
2032-07-05,SKU-00021,535,85,9,0.93,VendorD,Equipment,No
2032-07-12,SKU-00021,682,167,8,0.98,VendorD,Equipment,No
2032-07-19,SKU-00021,427,44,7,0.87,VendorD,Equipment,No
2032-07-26,SKU-00021,733,180,8,0.88,VendorD,Equipment,No
2032-08-02,SKU-00021,517,162,5,0.98,VendorD,Equipment,No
2032-08-09,SKU-00021,409,94,7,0.87,VendorD,Equipment,No
2032-08-16,SKU-00021,1466,144,6,0.89,VendorD,Equipment,No
2032-08-23,SKU-00021,724,144,7,0.9,VendorD,Equipment,No
2032-08-30,SKU-00021,1484,161,9,0.96,VendorD,Equipment,No
2032-09-06,SKU-00021,1471,129,7,0.91,VendorD,Equipment,No
2032-09-13,SKU-00021,2110,193,4,0.95,VendorD,Equipment,No
2032-09-20,SKU-00021,733,188,6,0.87,VendorD,Equipment,No
2032-09-27,SKU-00021,1054,150,5,0.93,VendorD,Equipment,No
2032-10-04,SKU-00021,2806,259,14,0.86,VendorD,Equipment,No
2032-10-11,SKU-00021,502,128,4,0.89,VendorD,Equipment,No
2032-10-18,SKU-00021,1795,160,9,0.95,VendorD,Equipment,No
2032-10-25,SKU-00021,595,180,6,0.87,VendorD,Equipment,No
2032-11-01,SKU-00021,884,157,8,0.95,VendorD,Equipment,No
2032-11-08,SKU-00021,1339,223,8,0.9,VendorD,Equipment,No
2032-11-15,SKU-00021,1899,179,4,0.87,VendorD,Equipment,No
2032-11-22,SKU-00021,1170,235,5,0.87,VendorD,Equipment,No
2032-11-29,SKU-00021,1835,182,8,0.99,VendorD,Equipment,No
2032-12-06,SKU-00021,1144,236,2,0.93,VendorD,Equipment,No
2032-12-13,SKU-00021,2108,234,2,0.95,VendorD,Equipment,No
2032-12-20,SKU-00021,1087,157,4,0.91,VendorD,Equipment,No
2032-12-27,SKU-00021,1165,176,7,0.97,VendorD,Equipment,No
2033-01-03,SKU-00021,1802,181,2,0.86,VendorD,Equipment,No
2033-01-10,SKU-00021,1584,209,6,0.98,VendorD,Equipment,No
2033-01-17,SKU-00021,2019,177,10,0.86,VendorD,Equipment,No
2033-01-24,SKU-00021,1665,214,5,0.95,VendorD,Equipment,No
2033-01-31,SKU-00021,1938,182,5,0.95,VendorD,Equipment,No
2033-02-07,SKU-00021,1040,178,7,0.89,VendorD,Equipment,No
2033-02-14,SKU-00021,898,139,7,0.91,VendorD,Equipment,No
2033-02-21,SKU-00021,1248,110,9,0.98,VendorD,Equipment,No
2033-02-28,SKU-00021,1354,235,10,0.89,VendorD,Equipment,No
2033-03-07,SKU-00021,1545,136,2,0.89,VendorD,Equipment,No
2033-03-14,SKU-00021,603,118,2,0.95,VendorD,Equipment,No
2033-03-21,SKU-00021,1160,123,2,0.94,VendorD,Equipment,No
2033-03-28,SKU-00021,1544,140,6,0.87,VendorD,Equipment,No
2033-04-04,SKU-00021,1796,171,9,0.98,VendorD,Equipment,No
2033-04-11,SKU-00021,510,145,4,0.89,VendorD,Equipment,No
2033-04-18,SKU-00021,1332,156,2,0.93,VendorD,Equipment,No
2033-04-25,SKU-00021,657,114,3,0.87,VendorD,Equipment,No
2033-05-02,SKU-00021,2210,216,4,0.85,VendorD,Equipment,No
2033-05-09,SKU-00021,1053,148,5,0.9,VendorD,Equipment,No
2033-05-16,SKU-00021,1161,140,13,0.9,VendorD,Equipment,No
2033-05-23,SKU-00021,1402,151,6,0.9,VendorD,Equipment,No
2033-05-30,SKU-00021,1720,155,6,0.91,VendorD,Equipment,No
2033-06-06,SKU-00021,775,106,12,0.94,VendorD,Equipment,No
2033-06-13,SKU-00021,1207,197,4,0.88,VendorD,Equipment,No
2033-06-20,SKU-00021,1576,161,6,0.98,VendorD,Equipment,No
2033-06-27,SKU-00021,624,128,2,0.86,VendorD,Equipment,No
2033-07-04,SKU-00021,1722,146,2,0.93,VendorD,Equipment,No
2033-07-11,SKU-00021,219,53,12,0.87,VendorD,Equipment,No
2033-07-18,SKU-00021,751,138,9,0.87,VendorD,Equipment,No
2033-07-25,SKU-00021,1746,222,2,0.85,VendorD,Equipment,No
2033-08-01,SKU-00021,294,55,3,0.94,VendorD,Equipment,No
2033-08-08,SKU-00021,775,168,8,0.94,VendorD,Equipment,No
2033-08-15,SKU-00021,1992,171,2,0.99,VendorD,Equipment,No
2033-08-22,SKU-00021,1448,155,10,0.87,VendorD,Equipment,No
2033-08-29,SKU-00021,1355,167,10,0.9,VendorD,Equipment,No
2033-09-05,SKU-00021,713,98,2,0.97,VendorD,Equipment,No
2033-09-12,SKU-00021,636,158,10,0.91,VendorD,Equipment,No
2033-09-19,SKU-00021,1431,232,8,0.89,VendorD,Equipment,No
2033-09-26,SKU-00021,743,140,2,0.86,VendorD,Equipment,No
2033-10-03,SKU-00021,1966,202,9,0.95,VendorD,Equipment,No
2033-10-10,SKU-00021,1829,207,8,0.97,VendorD,Equipment,No
2033-10-17,SKU-00021,1256,148,2,0.87,VendorD,Equipment,No
2033-10-24,SKU-00021,716,177,7,0.9,VendorD,Equipment,No
2033-10-31,SKU-00021,680,82,2,0.94,VendorD,Equipment,No
2033-11-07,SKU-00021,1656,160,4,0.9,VendorD,Equipment,No
2033-11-14,SKU-00021,2030,229,10,0.91,VendorD,Equipment,No
2033-11-21,SKU-00021,968,179,10,0.93,VendorD,Equipment,No
2033-11-28,SKU-00021,943,169,6,0.9,VendorD,Equipment,No
2033-12-05,SKU-00021,1959,171,12,0.95,VendorD,Equipment,No
2033-12-12,SKU-00021,1004,212,4,0.93,VendorD,Equipment,No
2033-12-19,SKU-00021,911,186,2,0.98,VendorD,Equipment,No
2033-12-26,SKU-00021,697,136,10,0.87,VendorD,Equipment,No
2034-01-02,SKU-00021,1966,178,13,0.85,VendorD,Equipment,No
2034-01-09,SKU-00021,319,27,3,0.95,VendorD,Equipment,No
2034-01-16,SKU-00021,2564,276,11,0.98,VendorD,Equipment,No
2034-01-23,SKU-00021,1001,163,2,0.86,VendorD,Equipment,No
2034-01-30,SKU-00021,767,219,8,0.92,VendorD,Equipment,No
2034-02-06,SKU-00021,674,148,2,0.93,VendorD,Equipment,No
2034-02-13,SKU-00021,461,150,10,0.94,VendorD,Equipment,No
2034-02-20,SKU-00021,1523,172,8,0.96,VendorD,Equipment,No
2034-02-27,SKU-00021,988,153,2,0.86,VendorD,Equipment,No
2034-03-06,SKU-00021,1374,156,2,0.85,VendorD,Equipment,No
2034-03-13,SKU-00021,1692,161,9,0.88,VendorD,Equipment,No
2034-03-20,SKU-00021,863,122,7,0.95,VendorD,Equipment,No
2034-03-27,SKU-00021,399,100,9,0.9,VendorD,Equipment,No
2034-04-03,SKU-00021,1200,114,7,0.92,VendorD,Equipment,No
2034-04-10,SKU-00021,1894,161,10,0.92,VendorD,Equipment,No
2034-04-17,SKU-00021,633,140,14,0.86,VendorD,Equipment,No
2034-04-24,SKU-00021,1690,161,2,0.87,VendorD,Equipment,No
2034-05-01,SKU-00021,1055,140,10,0.85,VendorD,Equipment,No
2034-05-08,SKU-00021,1570,179,2,0.91,VendorD,Equipment,No
2034-05-15,SKU-00021,553,126,10,0.86,VendorD,Equipment,No
2034-05-22,SKU-00021,2191,187,2,0.97,VendorD,Equipment,No
2034-05-29,SKU-00021,1013,107,7,0.87,VendorD,Equipment,No
2034-06-05,SKU-00021,1929,166,7,0.91,VendorD,Equipment,No
2034-06-12,SKU-00021,782,195,12,0.94,VendorD,Equipment,No
2034-06-19,SKU-00021,1294,140,9,0.95,VendorD,Equipment,No
2034-06-26,SKU-00021,1395,142,7,0.93,VendorD,Equipment,No
2034-07-03,SKU-00021,1239,121,8,0.9,VendorD,Equipment,No
2034-07-10,SKU-00021,896,153,7,0.87,VendorD,Equipment,No
2034-07-17,SKU-00021,2462,240,9,0.93,VendorD,Equipment,No
2034-07-24,SKU-00021,1510,224,6,0.86,VendorD,Equipment,No
2034-07-31,SKU-00021,1250,149,7,0.92,VendorD,Equipment,No
2034-08-07,SKU-00021,872,123,2,0.92,VendorD,Equipment,No
2034-08-14,SKU-00021,538,91,2,0.94,VendorD,Equipment,No
2034-08-21,SKU-00021,1134,102,3,0.88,VendorD,Equipment,No
2034-08-28,SKU-00021,779,193,4,0.89,VendorD,Equipment,No
2034-09-04,SKU-00021,1182,123,3,0.88,VendorD,Equipment,No
2034-09-11,SKU-00021,1445,135,11,0.97,VendorD,Equipment,No
2034-09-18,SKU-00021,2184,212,2,0.86,VendorD,Equipment,No
2034-09-25,SKU-00021,1265,202,7,0.95,VendorD,Equipment,No
2034-10-02,SKU-00021,2482,215,10,0.96,VendorD,Equipment,No
2034-10-09,SKU-00021,1102,116,12,0.87,VendorD,Equipment,No
2034-10-16,SKU-00021,981,181,6,0.88,VendorD,Equipment,No
2034-10-23,SKU-00021,1331,210,12,0.88,VendorD,Equipment,No
2034-10-30,SKU-00021,2156,202,7,0.98,VendorD,Equipment,No
2034-11-06,SKU-00021,1456,212,11,0.89,VendorD,Equipment,No
2034-11-13,SKU-00021,1385,235,6,0.9,VendorD,Equipment,No
2034-11-20,SKU-00021,1405,190,5,0.94,VendorD,Equipment,No
2034-11-27,SKU-00021,1781,157,11,0.91,VendorD,Equipment,No
2034-12-04,SKU-00021,2896,266,12,0.95,VendorD,Equipment,No
2034-12-11,SKU-00021,2670,242,3,0.97,VendorD,Equipment,No
2034-12-18,SKU-00021,1062,129,15,0.91,VendorD,Equipment,No
2034-12-25,SKU-00021,865,152,3,0.93,VendorD,Equipment,No
2035-01-01,SKU-00021,3331,286,14,0.96,VendorD,Equipment,No
2035-01-08,SKU-00021,2137,240,2,0.94,VendorD,Equipment,No
2035-01-15,SKU-00021,895,180,10,0.94,VendorD,Equipment,No
2035-01-22,SKU-00021,1288,152,5,0.89,VendorD,Equipment,No
2035-01-29,SKU-00021,923,214,8,0.86,VendorD,Equipment,No
2035-02-05,SKU-00021,806,242,8,0.92,VendorD,Equipment,No
2035-02-12,SKU-00021,1364,172,2,0.95,VendorD,Equipment,No
2035-02-19,SKU-00021,2315,205,11,0.97,VendorD,Equipment,No
2035-02-26,SKU-00021,1395,185,2,0.92,VendorD,Equipment,No
2035-03-05,SKU-00021,590,153,5,0.89,VendorD,Equipment,No
2035-03-12,SKU-00021,1687,149,6,0.96,VendorD,Equipment,No
2035-03-19,SKU-00021,1451,152,6,0.96,VendorD,Equipment,No
2035-03-26,SKU-00021,1091,123,7,0.88,VendorD,Equipment,No
2035-04-02,SKU-00021,850,215,10,0.92,VendorD,Equipment,No
2035-04-09,SKU-00021,1946,171,4,0.92,VendorD,Equipment,No
2035-04-16,SKU-00021,702,108,7,0.87,VendorD,Equipment,No
2035-04-23,SKU-00021,1103,123,11,0.99,VendorD,Equipment,No
2035-04-30,SKU-00021,1597,151,4,0.9,VendorD,Equipment,No
2035-05-07,SKU-00021,621,77,3,0.87,VendorD,Equipment,No
2035-05-14,SKU-00021,683,148,6,0.92,VendorD,Equipment,No
2035-05-21,SKU-00021,739,105,9,0.88,VendorD,Equipment,No
2035-05-28,SKU-00021,1863,185,7,0.88,VendorD,Equipment,No
2035-06-04,SKU-00021,644,117,7,0.9,VendorD,Equipment,No
2035-06-11,SKU-00021,1653,144,11,0.87,VendorD,Equipment,No
2035-06-18,SKU-00021,1986,199,9,0.96,VendorD,Equipment,No
2035-06-25,SKU-00021,1609,146,2,0.93,VendorD,Equipment,No
2035-07-02,SKU-00021,933,193,7,0.99,VendorD,Equipment,No
2035-07-09,SKU-00021,1274,174,2,0.96,VendorD,Equipment,No
2035-07-16,SKU-00021,872,75,6,0.93,VendorD,Equipment,No
2035-07-23,SKU-00021,1224,163,4,0.85,VendorD,Equipment,No
2035-07-30,SKU-00021,647,161,14,0.9,VendorD,Equipment,No
2035-08-06,SKU-00021,1552,217,7,0.98,VendorD,Equipment,No
2035-08-13,SKU-00021,1763,205,12,0.95,VendorD,Equipment,No
2035-08-20,SKU-00021,452,91,2,0.93,VendorD,Equipment,No
2035-08-27,SKU-00021,686,135,10,0.88,VendorD,Equipment,No
2035-09-03,SKU-00021,1365,167,11,0.93,VendorD,Equipment,No
2035-09-10,SKU-00021,1179,221,13,0.9,VendorD,Equipment,No
2035-09-17,SKU-00021,724,213,6,0.96,VendorD,Equipment,No
2035-09-24,SKU-00021,1490,259,5,0.86,VendorD,Equipment,No
2035-10-01,SKU-00021,1941,188,7,0.92,VendorD,Equipment,No
2035-10-08,SKU-00021,1302,143,10,0.97,VendorD,Equipment,No
2035-10-15,SKU-00021,1723,210,5,0.88,VendorD,Equipment,No
2035-10-22,SKU-00021,1878,172,9,0.9,VendorD,Equipment,No
2035-10-29,SKU-00021,1762,236,10,0.97,VendorD,Equipment,No
2035-11-05,SKU-00021,1885,232,5,0.86,VendorD,Equipment,No
2035-11-12,SKU-00021,1312,244,6,0.95,VendorD,Equipment,No
2035-11-19,SKU-00021,1210,110,5,0.92,VendorD,Equipment,No
2035-11-26,SKU-00021,1016,177,13,0.98,VendorD,Equipment,No
2035-12-03,SKU-00021,925,194,2,0.87,VendorD,Equipment,No
2035-12-10,SKU-00021,1017,190,5,0.93,VendorD,Equipment,No
2035-12-17,SKU-00021,2225,225,6,0.95,VendorD,Equipment,No
2035-12-24,SKU-00021,1897,184,10,0.97,VendorD,Equipment,No
2035-12-31,SKU-00021,1568,153,11,0.92,VendorD,Equipment,No
2036-01-07,SKU-00021,1145,124,4,0.89,VendorD,Equipment,No
2036-01-14,SKU-00021,1019,192,2,0.89,VendorD,Equipment,No
2036-01-21,SKU-00021,2352,207,11,0.96,VendorD,Equipment,No
2036-01-28,SKU-00021,1151,142,2,0.91,VendorD,Equipment,No
